id,der_id,scenario,date,value
331,3,3,2037-11-21 00:00:00,434.25436382375244
332,3,3,2037-11-28 00:00:00,432.26623000323815
333,3,4,2037-06-20 00:00:00,469.2811037930756
334,3,4,2037-07-11 00:00:00,511.872891596214
335,3,4,2037-01-24 00:00:00,503.441650383165
336,3,4,2037-09-05 00:00:00,502.443030521184
337,3,3,2037-03-21 00:00:00,422.93100663854466
338,3,3,2037-12-12 00:00:00,404.466207853967
339,3,3,2037-11-21 00:00:00,434.25436382375244
340,3,3,2037-11-28 00:00:00,432.26623000323815
341,3,4,2037-06-20 00:00:00,469.2811037930756
342,3,4,2037-07-11 00:00:00,511.872891596214
343,3,4,2037-01-24 00:00:00,503.441650383165
344,3,4,2037-09-05 00:00:00,502.443030521184
345,3,2,2037-01-31 00:00:00,193.18032301743744
346,3,2,2037-09-26 00:00:00,187.21553419037755
347,3,2,2037-10-10 00:00:00,183.59841441138636
348,3,2,2037-06-13 00:00:00,171.64422779175146
349,3,3,2037-03-21 00:00:00,422.93100663854466
350,3,3,2037-12-12 00:00:00,404.466207853967
351,3,3,2037-11-21 00:00:00,434.25436382375244
352,3,3,2037-11-28 00:00:00,432.26623000323815
353,3,4,2037-06-20 00:00:00,469.2811037930756
354,3,4,2037-07-11 00:00:00,511.872891596214
355,3,4,2037-01-24 00:00:00,503.441650383165
356,3,4,2037-09-05 00:00:00,502.443030521184
357,3,3,2037-03-21 00:00:00,422.93100663854466
358,3,3,2037-12-12 00:00:00,404.466207853967
359,3,3,2037-11-21 00:00:00,434.25436382375244
360,3,3,2037-11-28 00:00:00,432.26623000323815
361,3,4,2037-06-20 00:00:00,469.2811037930756
362,3,4,2037-07-11 00:00:00,511.872891596214
363,3,4,2037-01-24 00:00:00,503.441650383165
364,3,4,2037-09-05 00:00:00,502.443030521184
365,3,4,2037-06-20 00:00:00,469.2811037930756
366,3,4,2037-07-11 00:00:00,511.872891596214
367,3,4,2037-01-24 00:00:00,503.441650383165
368,3,4,2037-09-05 00:00:00,502.443030521184
369,3,3,2037-03-21 00:00:00,422.93100663854466
