id,ess_id,scenario,date,value
367,27,1,2045-01-01 00:00:00,705160
368,27,1,2046-01-01 00:00:00,692715.9999999999
369,27,1,2047-01-01 00:00:00,680271.9999999999
370,27,1,2048-01-01 00:00:00,667828
371,27,1,2049-01-01 00:00:00,659531.9999999999
372,27,1,2050-01-01 00:00:00,647088
373,28,3,2020-01-01 00:00:00,1746307.9999999998
374,28,3,2021-01-01 00:00:00,1518168
375,28,3,2022-01-01 00:00:00,1377136
376,28,3,2023-01-01 00:00:00,1227808
377,28,3,2024-01-01 00:00:00,1124108
378,28,3,2025-01-01 00:00:00,1037000
379,28,3,2026-01-01 00:00:00,970632
380,28,3,2027-01-01 00:00:00,912560
381,28,3,2028-01-01 00:00:00,866931.9999999999
382,28,3,2029-01-01 00:00:00,808859.9999999999
383,28,3,2030-01-01 00:00:00,759084
384,28,3,2031-01-01 00:00:00,721752
385,28,3,2032-01-01 00:00:00,705160
386,28,3,2033-01-01 00:00:00,688568
387,28,3,2034-01-01 00:00:00,676123.9999999999
388,28,3,2035-01-01 00:00:00,659531.9999999999
389,28,3,2036-01-01 00:00:00,642939.9999999999
390,28,3,2037-01-01 00:00:00,630496
391,28,3,2038-01-01 00:00:00,613904
392,28,3,2039-01-01 00:00:00,601459.9999999999
393,28,3,2040-01-01 00:00:00,584867.9999999999
394,28,3,2041-01-01 00:00:00,572424
395,28,3,2042-01-01 00:00:00,559979.9999999999
396,28,3,2043-01-01 00:00:00,543387.9999999999
397,28,3,2044-01-01 00:00:00,530944
398,28,3,2045-01-01 00:00:00,518500
399,28,3,2046-01-01 00:00:00,506056
400,28,3,2047-01-01 00:00:00,489463.99999999994
401,28,3,2048-01-01 00:00:00,477020
402,28,3,2049-01-01 00:00:00,464575.99999999994
403,28,3,2050-01-01 00:00:00,452131.99999999994
404,28,4,2020-01-01 00:00:00,1746307.9999999998
405,28,4,2021-01-01 00:00:00,1518168
406,28,4,2022-01-01 00:00:00,1377136
407,28,4,2023-01-01 00:00:00,1227808
408,28,4,2024-01-01 00:00:00,1124108
409,28,4,2025-01-01 00:00:00,1037000
410,28,4,2026-01-01 00:00:00,970632
411,28,4,2027-01-01 00:00:00,912560
412,28,4,2028-01-01 00:00:00,866931.9999999999
413,28,4,2029-01-01 00:00:00,808859.9999999999
414,28,4,2030-01-01 00:00:00,759084
415,28,4,2031-01-01 00:00:00,721752
416,28,4,2032-01-01 00:00:00,705160
417,28,4,2033-01-01 00:00:00,688568
418,28,4,2034-01-01 00:00:00,676123.9999999999
419,28,4,2035-01-01 00:00:00,659531.9999999999
420,28,4,2036-01-01 00:00:00,642939.9999999999
421,28,4,2037-01-01 00:00:00,630496
422,28,4,2038-01-01 00:00:00,613904
423,28,4,2039-01-01 00:00:00,601459.9999999999
424,28,4,2040-01-01 00:00:00,584867.9999999999
425,28,4,2041-01-01 00:00:00,572424
